is_imported_car,model,year,mileage,engine_capacity,fuel_type,engine_power,gearbox,transmission,bluetooth_interface,damaged,body_type,door_count,nr_seats,color,colour_type,radio,no_accident,navigation_system,soundsystem,air_conditioning_type,heated_seat_driver,heated_seat_passenger,power_windows_front,park_distance_control_rear,traction_control,fog_lamps,power_steering,esp,passenger_airbag,side_airbag_driver_and_passenger,new_used,version,generation,urban_consumption,park_distance_control_front,head_airbags_rear,sports_steering_wheel,price_amount
0,seria-3,2005,283000,1995.0,petrol,150.0,automatic,rear-wheel,0.0,0.0,combi,5.0,5.0,black,metallic,1,1.0,0,0,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-320i,gen-e90-2005-2012,10.7,0,0,0,18500.0
0,x1,2017,107101,1968.0,diesel,190.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,white,metallic,1,1.0,1,0,automatic-climate-control,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-sdrive18d,gen-f48-2015,5.6,1,1,0,89700.0
0,x6,2017,115000,2993.0,diesel,258.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,black,pearl,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive30d,gen-f16-2014,7.2,1,0,0,169000.0
1,seria-3,2016,85600,1997.0,petrol,184.0,automatic,rear-wheel,1.0,0.0,city-car,4.0,5.0,brown,metallic,1,0.0,0,0,automatic-climate-control,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320i,gen-f30-2012,8.0,0,1,0,51900.0
0,seria-1,2017,89199,1499.0,petrol,136.0,automatic,front-wheel,1.0,0.0,compact,5.0,5.0,white,pearl,1,1.0,1,1,automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-118i-m-sport,gen-f20-2011,6.0,1,1,1,57000.0
1,seria-1,2007,136866,1599.0,petrol,122.0,manual,rear-wheel,0.0,0.0,compact,5.0,5.0,black,metallic,1,0.0,0,0,air-conditioning,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-116i,gen-e87-2004-2013,7.0,0,0,0,15500.0
1,seria-5,2015,218000,1995.0,diesel,190.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,white,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-520d,gen-f10-2009,4.0,1,1,1,65900.0
1,z4,2008,153000,1995.0,petrol,150.0,manual,rear-wheel,0.0,0.0,cabrio,2.0,2.0,grey,metallic,1,1.0,0,0,air-conditioning,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-roadster-2-0i,gen-e85-e86-2002-2008,10.8,0,0,1,14400.0
1,x3,2014,180000,1997.0,petrol,245.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,black,metallic,1,0.0,1,0,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive28i-advantage-sport,gen-f25-2010,8.0,1,0,1,52500.0
0,seria-3,2013,250000,1598.0,petrol,170.0,manual,rear-wheel,0.0,0.0,sedan,4.0,5.0,white,metallic,1,0.0,0,0,automatic-climate-control,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320i-efficient-dynamics,gen-f30-2012,7.0,0,0,0,37500.0
0,seria-1,2024,4369,1499.0,petrol,136.0,automatic,front-wheel,1.0,0.0,compact,5.0,5.0,white,metallic,1,1.0,1,0,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-118i-advantage,gen-f40-2019,6.7,1,1,1,135900.0
0,seria-3,2024,4547,1998.0,petrol,156.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,white,pearl,0,1.0,1,1,trizone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-318i-m-sport,gen-g20-2019,6.1,1,1,1,184900.0
0,x6,2024,8000,2993.0,diesel,265.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,grey,metallic,0,1.0,1,1,automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-xdrive30d,gen-g06-2019,8.0,1,1,1,425900.0
1,seria-5,2012,163000,1995.0,diesel,184.0,automatic,rear-wheel,1.0,0.0,sedan,4.0,5.0,black,metallic,1,0.0,1,0,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,ver-520d,gen-f10-2009,5.2,1,1,0,57900.0
0,x2,2024,10,1998.0,petrol,300.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,0,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,ver-m35i-xdrive,gen-u10-2023,6.8,0,1,1,282900.0
1,seria-3,2013,250000,1995.0,diesel,163.0,manual,rear-wheel,1.0,0.0,combi,5.0,5.0,black,metallic,1,1.0,1,1,automatic-climate-control,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,ver-320d-dpf-touring-blue-performance-edition-fleet,gen-f30-2012,6.0,0,0,1,35999.0
0,seria-3,2003,326717,1995.0,petrol-lpg,143.0,manual,rear-wheel,0.0,0.0,coupe,2.0,5.0,grey,metallic,1,1.0,0,1,automatic-climate-control,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-318ci,gen-e46-1998-2007,10.0,0,0,1,15999.0
0,x3,2024,6000,1995.0,diesel,197.0,automatic,all-wheel-permanent,0.0,0.0,suv,5.0,5.0,red,metallic,0,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ver-xdrive20d,gen-g45-2024,5.0,0,0,0,342100.0
1,seria-3,2004,323000,1995.0,diesel,150.0,manual,rear-wheel,1.0,0.0,coupe,2.0,5.0,silver,metallic,1,1.0,0,1,dualzone-automatic-climate-control,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320-cd,gen-e46-1998-2007,8.0,0,0,1,10500.0
0,x7,2024,8000,4395.0,petrol,530.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,7.0,blue,metallic,1,1.0,1,1,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-m60i-xdrive-mhev-sport,gen-g07-2019,14.2,1,1,1,609900.0
0,seria-1,2017,149400,1499.0,petrol,136.0,automatic,rear-wheel,1.0,0.0,compact,5.0,5.0,white,pearl,1,1.0,1,1,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-118i-advantage,gen-f20-2011,5.0,1,1,1,52900.0
1,seria-5,2014,245000,2993.0,diesel,313.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,black,pearl,1,1.0,1,1,automatic-climate-control,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-535d-xdrive,gen-f10-2009,6.0,1,1,1,70000.0
0,x5,2023,28170,2993.0,diesel,265.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,grey,metallic,1,1.0,1,1,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive30d-sport,gen-g05-2018,6.7,1,1,1,369000.0
0,seria-5,2021,81407,1995.0,diesel,190.0,automatic,all-wheel-permanent,1.0,0.0,sedan,5.0,5.0,black,metallic,0,1.0,1,1,dualzone-automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-520d-xdrive,gen-g30-2017,5.0,1,0,1,160000.0
0,x3,2012,187754,1995.0,diesel,184.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,black,pearl,1,1.0,1,0,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,ver-20d-xdrive,gen-f25-2010,6.1,1,1,0,55900.0
1,x3,2021,75000,1995.0,diesel,190.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,black,metallic,1,0.0,1,0,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive20d-m-sport-sport,gen-g01-2017,5.0,1,1,0,162900.0
1,x1,2014,220000,1995.0,diesel,143.0,manual,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,silver,metallic,1,1.0,0,0,air-conditioning,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive18d-xline,gen-e84-2009-2015,6.5,0,1,1,44999.0
1,x3,2014,150000,1997.0,petrol,184.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,navy-blue,metallic,1,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-xdrive20i-m-sport,gen-f25-2010,8.0,1,0,1,63999.0
0,seria-5,2019,93000,1995.0,hybrid,190.0,automatic,all-wheel-auto,1.0,0.0,sedan,4.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,ver-520d-xdrive-m-sport-sport,gen-g30-2017,6.0,1,0,0,120000.0
0,seria-3,2021,167999,1995.0,diesel,150.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-318d-advantage,gen-g20-2019,7.0,1,0,0,89900.58
0,seria-3,2018,120000,1995.0,diesel,190.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,black,metallic,1,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320d-xdrive-m-sport-shadow,gen-f30-2012,5.0,0,0,1,89000.0
0,seria-3,2021,118335,1995.0,diesel,190.0,automatic,all-wheel-auto,1.0,0.0,combi,5.0,5.0,blue,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320d-xdrive-m-sport-sport,gen-g20-2019,4.8,1,1,1,142900.0
0,seria-4,2021,94867,1998.0,petrol,252.0,automatic,all-wheel-permanent,1.0,0.0,compact,5.0,5.0,grey,metallic,1,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-430i-xdrive-m-sport-sport,gen-g22,7.0,0,0,1,146800.0
0,seria-4,2024,8300,1998.0,petrol,258.0,automatic,all-wheel-auto,1.0,0.0,cabrio,2.0,4.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-430i-xdrive-m-sport-sport,gen-g22,7.3,1,1,1,299900.0
1,seria-5,2020,50846,1995.0,diesel,190.0,automatic,rear-wheel,1.0,0.0,sedan,4.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-520d-efficient-dynamics-luxury-line,gen-g30-2017,4.0,1,0,1,154900.0
0,x5,2023,47500,2993.0,diesel,286.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,grey,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,ver-xdrive30d-sport,gen-g05-2018,6.4,1,1,1,389900.0
0,x5,2023,10644,2993.0,diesel,340.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,ver-xdrive30d-sport,gen-g05-2018,6.7,1,0,0,399900.0
0,seria-8,2022,59200,2993.0,diesel,340.0,automatic,all-wheel-permanent,1.0,0.0,coupe,2.0,4.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-840d-xdrive,gen-g15-2018,5.3,1,0,1,349000.0
0,seria-5,2023,8980,1995.0,diesel,197.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,grey,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,ver-520i,gen-g60-2023,5.1,1,0,1,272900.0
1,seria-3,2004,248000,1995.0,diesel,115.0,automatic,rear-wheel,0.0,0.0,combi,5.0,5.0,navy-blue,metallic,0,1.0,0,0,automatic-climate-control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ver-316i,gen-e46-1998-2007,7.5,0,0,0,6900.0
0,seria-5,2023,39000,1995.0,diesel,190.0,automatic,all-wheel-permanent,0.0,0.0,sedan,5.0,5.0,white,metallic,0,1.0,0,0,dualzone-automatic-climate-control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ver-520d-xdrive-touring-m-sport-edition,gen-g30-2017,5.4,0,0,0,214900.0
0,x5,2018,175380,1995.0,diesel,231.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,white,metallic,1,1.0,1,1,automatic-climate-control,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive25d,gen-f15-2013,7.2,1,1,1,142680.0
0,seria-1,2020,48456,1499.0,petrol,140.0,automatic,front-wheel,1.0,0.0,compact,5.0,5.0,grey,metallic,1,1.0,0,0,air-conditioning,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-118i,gen-f40-2019,5.4,0,0,0,84900.0
0,x2,2022,43598,1499.0,petrol,140.0,automatic,front-wheel,1.0,0.0,suv,5.0,5.0,white,metallic,1,0.0,1,0,dualzone-automatic-climate-control,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-sdrive18i,gen-f39-2017-2023,6.0,0,0,0,129900.0
1,x5,2001,185850,4398.0,petrol,286.0,automatic,all-wheel-permanent,0.0,0.0,suv,5.0,5.0,yellow-gold,metallic,0,1.0,0,1,dualzone-automatic-climate-control,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,ver-4-4i,gen-e53-1999-2006,18.0,0,0,0,37700.0
1,seria-5,2021,44342,1995.0,diesel,197.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,black,metallic,1,1.0,1,0,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-520d-touring,gen-g30-2017,4.8,0,1,1,148000.0
1,x1,2011,186000,1995.0,diesel,177.0,manual,all-wheel-auto,1.0,0.0,suv,5.0,5.0,black,metallic,1,0.0,0,0,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-sdrive20d,gen-e84-2009-2015,7.0,1,0,0,25000.0
0,seria-4,2020,84000,2998.0,hybrid,374.0,automatic,all-wheel-auto,1.0,0.0,coupe,2.0,4.0,other,pearl,1,1.0,1,1,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-m440i-xdrive-mhev-sport,gen-g22,10.0,1,1,1,209100.0
1,x1,2012,198500,1995.0,diesel,163.0,manual,rear-wheel,1.0,0.0,suv,5.0,5.0,silver,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,ver-sdrive18d,gen-e84-2009-2015,5.2,0,0,0,31999.0
0,x3,2013,141310,1995.0,diesel,184.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,white,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive20d,gen-f25-2010,8.0,1,1,1,64890.0
0,seria-3,2024,5,2993.0,hybrid,340.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,grey,metallic,0,1.0,1,1,trizone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,ver-m340d-xdrive-mhev-sport,gen-g20-2019,7.4,1,1,1,323400.0
1,seria-5,2020,220000,1995.0,diesel,190.0,automatic,rear-wheel,1.0,0.0,combi,5.0,5.0,grey,metallic,1,1.0,1,0,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-520d-touring,gen-g30-2017,4.6,1,1,0,115497.0
1,seria-5,2011,214123,1995.0,diesel,184.0,automatic,rear-wheel,1.0,0.0,sedan,5.0,5.0,black,metallic,1,1.0,1,1,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,ver-520d-touring,gen-f10-2009,5.4,1,0,1,52500.0
0,seria-1,2021,95900,1499.0,petrol,136.0,automatic,front-wheel,1.0,0.0,compact,5.0,5.0,blue,metallic,1,1.0,1,0,automatic-climate-control,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-118i-advantage,gen-f40-2019,6.8,1,1,1,81900.0
0,seria-7,2024,5,2998.0,plugin-hybrid,381.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,black,metallic,0,1.0,1,1,automatic-climate-control,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,ver-m760e-phev-xdrive-sport,gen-g70-2022,6.8,1,1,1,741400.0
1,seria-3,2012,201610,1995.0,diesel,184.0,manual,all-wheel-auto,0.0,0.0,sedan,4.0,5.0,white,metallic,1,1.0,0,0,automatic-climate-control,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-320d-xdrive,gen-f30-2012,6.0,0,0,0,43000.0
0,x2,2023,9743,1995.0,diesel,150.0,automatic,all-wheel-auto,1.0,0.0,combi,5.0,5.0,grey,metallic,0,1.0,1,0,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive18d,gen-f39-2017-2023,5.6,1,1,1,174800.0
0,seria-7,2024,5,2993.0,diesel,299.0,automatic,all-wheel-permanent,0.0,0.0,sedan,4.0,5.0,black,metallic,0,1.0,0,0,4-or-more-zone-automatic-climate-control,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ver-740d-xdrive,gen-g70-2022,6.4,0,0,0,618000.0
0,seria-3,2010,310397,1995.0,petrol,143.0,manual,rear-wheel,0.0,1.0,combi,5.0,5.0,black,metallic,1,0.0,1,0,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-318i,gen-e90-2005-2012,8.0,1,0,0,12999.0
0,x3,2024,5,1998.0,petrol,208.0,automatic,all-wheel-permanent,0.0,0.0,suv,5.0,5.0,blue,metallic,0,1.0,0,0,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,ver-xdrive20d,gen-g45-2024,5.5,1,0,1,344500.0
0,x6,2022,48100,2993.0,diesel,340.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,grey,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive40d-mhev,gen-g06-2019,6.7,1,1,1,359900.0
0,x2,2024,18301,1499.0,petrol,156.0,automatic,front-wheel,1.0,0.0,suv,5.0,5.0,blue,metallic,1,1.0,0,0,air-conditioning,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-m35i-xdrive,gen-u10-2023,6.0,0,0,0,192900.0
0,x2,2024,17579,1499.0,petrol,156.0,automatic,front-wheel,1.0,0.0,suv,5.0,5.0,red,metallic,1,1.0,0,0,air-conditioning,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-m35i-xdrive,gen-u10-2023,6.0,0,0,0,192700.0
1,seria-3,2017,206388,1995.0,diesel,190.0,manual,rear-wheel,1.0,0.0,combi,5.0,5.0,black,metallic,1,1.0,1,0,automatic-climate-control,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-320d-touring,gen-f30-2012,5.4,0,1,1,54900.0
0,seria-5,2023,34000,1995.0,diesel,197.0,automatic,all-wheel-auto,1.0,0.0,sedan,4.0,5.0,black,metallic,1,1.0,1,1,automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,ver-520i,gen-g60-2023,5.0,1,0,1,249900.0
1,seria-1,2013,143541,1598.0,petrol,136.0,manual,rear-wheel,1.0,0.0,compact,5.0,5.0,white,metallic,1,1.0,1,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-116i-sport-line,gen-f20-2011,7.0,1,0,1,32900.0
1,seria-5,2014,235000,1995.0,diesel,184.0,manual,rear-wheel,1.0,0.0,sedan,4.0,5.0,black,metallic,1,1.0,0,0,automatic-climate-control,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-520d,gen-f10-2009,5.0,0,0,0,42600.0
0,seria-5,2005,220000,2497.0,petrol,177.0,manual,rear-wheel,0.0,0.0,sedan,5.0,5.0,grey,metallic,1,1.0,0,0,automatic-climate-control,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,ver-523i,gen-e60-2003-2010,12.0,0,0,0,24000.0
1,seria-3,2006,306000,1995.0,petrol,150.0,manual,rear-wheel,0.0,0.0,combi,5.0,5.0,red,metallic,1,1.0,0,0,air-conditioning,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,ver-320i-touring,gen-e90-2005-2012,10.8,0,1,0,16000.0
1,x1,2018,96900,1995.0,diesel,150.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,silver,metallic,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive18d,gen-f48-2015,5.5,1,1,0,94900.0
0,seria-3,2017,89471,1998.0,petrol,252.0,automatic,all-wheel-permanent,1.0,0.0,sedan,5.0,5.0,silver,metallic,1,0.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-330i-xdrive-m-sport-shadow-sport,gen-f30-2012,7.0,0,0,1,104900.0
1,seria-3,2005,241000,2996.0,petrol,258.0,automatic,all-wheel-permanent,0.0,0.0,sedan,4.0,5.0,navy-blue,pearl,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-330xi,gen-e90-2005-2012,14.6,1,1,1,29900.0
0,x5,2019,140000,2993.0,diesel,265.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,white,pearl,1,1.0,1,1,dualzone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive30d,gen-g05-2018,6.8,1,1,1,199998.0
1,seria-7,2016,175000,2993.0,diesel,320.0,automatic,all-wheel-permanent,1.0,0.0,sedan,4.0,5.0,white,pearl,1,1.0,1,1,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-740d-xdrive,gen-g11-12-2015,6.0,1,1,1,170000.0
0,x1,2024,1,1499.0,hybrid,156.0,automatic,front-wheel,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,ver-sdrive20i-mhev-m-sport-sport,gen-u11-2022,5.9,1,1,1,209150.0
0,x2,2024,6500,1499.0,petrol,136.0,automatic,front-wheel,1.0,0.0,suv,5.0,5.0,white,metallic,1,1.0,0,1,dualzone-automatic-climate-control,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-m35i-xdrive,gen-u10-2023,5.6,0,1,1,189900.0
0,x6,2021,59156,2993.0,diesel,286.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,0,0,air-conditioning,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-m50d,gen-g06-2019,6.9,0,0,0,319900.0
1,seria-5,2017,218531,1995.0,diesel,190.0,automatic,all-wheel-auto,1.0,0.0,combi,5.0,5.0,black,metallic,1,1.0,0,0,automatic-climate-control,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0,ver-520d-xdrive-touring-sport-line,gen-f10-2009,5.3,1,1,0,63900.0
1,seria-5,2024,5000,1995.0,diesel,197.0,automatic,rear-wheel,1.0,0.0,sedan,4.0,5.0,grey,metallic,1,1.0,1,0,4-or-more-zone-automatic-climate-control,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,ver-520d,gen-g60-2023,4.9,0,1,1,289900.0
0,x4,2023,17000,1995.0,diesel,190.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,navy-blue,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,ver-xdrive20i-m-sport,gen-g02-2018,6.9,1,1,1,249900.0
0,x5,2023,45900,2993.0,diesel,298.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,ver-xdrive30d-sport,gen-g05-2018,6.5,1,1,1,379900.0
0,x5,2023,33400,2993.0,diesel,298.0,automatic,all-wheel-permanent,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,ver-xdrive30d-sport,gen-g05-2018,6.5,1,1,1,349900.0
0,x1,2019,119000,1499.0,petrol,140.0,automatic,front-wheel,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,dualzone-automatic-climate-control,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,ver-sdrive18i-advantage,gen-f48-2015,6.3,0,1,1,78718.77
0,x3,2023,25800,1995.0,diesel,190.0,automatic,all-wheel-auto,1.0,0.0,suv,5.0,5.0,black,metallic,1,1.0,1,1,trizone-automatic-climate-control,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,ver-xdrive20d-m-sport,gen-g01-2017,5.2,1,1,1,219900.0
